signal_time,symbol,direction,hmm_regime_enc_live,hmm_regime_enc_hold,hmm_regime_enc_delta,long_short_ratio_live,long_short_ratio_hold,long_short_ratio_delta,open_interest_live,open_interest_hold,open_interest_delta,ofi_h4_delta_live,ofi_h4_delta_hold,ofi_h4_delta_delta,cvd_live,cvd_hold,cvd_delta,rsi_h4_live,rsi_h4_hold,rsi_h4_delta,h4_trend_live,h4_trend_hold,h4_trend_delta,cvd_slope_h4_live,cvd_slope_h4_hold,cvd_slope_h4_delta,stochrsi_d_live,stochrsi_d_hold,stochrsi_d_delta,log_ret_20_live,log_ret_20_hold,log_ret_20_delta,vol_ratio_20_live,vol_ratio_20_hold,vol_ratio_20_delta,atr_percentile_h1_live,atr_percentile_h1_hold,atr_percentile_h1_delta
2026-06-18 15:06:33.209648,LINKUSDT,FLAT,0.0,1.0,1.0,0.0,1.0,1.0,1.1537643635969632,8143141.85,8143140.696235636,143943.08500000002,21413.820000000014,122529.26500000001,-40120641.19000001,-27738261.769999977,12382379.420000035,41.70746411858798,51.29202236231016,9.584558243722185,-1.0,1.0,2.0,0.010096514259841177,-0.02409451837234807,0.03419103263218925,67.47888794443936,36.18100883906552,31.297879105373845,-0.004993144813999534,-0.0007611315856477293,0.004232013228351805,0.1866608383972574,0.10137949260459582,0.08528134579266157,0.5744089012517385,0.006954102920723227,0.5674547983310153
2026-06-18 15:06:38.617346,SOLUSDT,FLAT,1.0,1.0,0.0,0.0,0.9999429534434724,0.9999429534434724,0.9439464285473914,9912962.32,9912961.376053572,128877.21500000008,-15656.850000000013,144534.0650000001,-53864845.53999994,-47389546.99999999,6475298.539999947,35.40530771924621,44.82119249949217,9.41588478024596,-1.0,-1.0,0.0,0.05220725948932041,-0.09955696715888689,0.1517642266482073,42.44029064731709,15.248156347369786,27.192134299947305,-0.012082192495501418,-0.001049239397765576,0.011032953097735842,0.2903040065145808,0.055937316234513104,0.23436669028006774,0.5535465924895688,0.07232267037552156,0.4812239221140473
2026-06-18 16:12:07.583015,SUIUSDT,FLAT,0.0,1.0,1.0,1.004876418557939,1.0000180163615089,0.004858402196430189,1.0164035688440427,92054375.9,92054374.88359644,7582766.899999998,797694.2,6785072.699999997,-587234702.4000001,6396660.500000254,593631362.9000003,23.46147776748481,48.09384519780257,24.632367430317764,-1.0,-1.0,0.0,-0.014486140892295992,-4.433576451905054,4.419090311012758,27.366730873775506,28.80233245960432,1.4356015858288131,-0.08648683726120397,-0.006374523577435877,0.08011231368376809,0.6397079667486528,0.07738966690378149,0.5623182998448714,0.5924895688456189,0.0,0.5924895688456189
2026-06-18 16:12:14.127552,AVAXUSDT,FLAT,0.0,1.0,1.0,1.0116375370667652,1.0000273892129952,0.011610147853770014,1.0059463328601488,8261033.0,8261031.994053667,961287.0,-28912.5,990199.5,-33013750.0,-46313586.0,13299836.0,24.249102639065754,50.14478153051058,25.895678891444824,-1.0,-1.0,0.0,-0.02860969884981856,-0.021883350810607383,0.006726348039211176,35.13398895580145,47.677452500846435,12.543463545044986,-0.07161725444547495,-0.006354030455047665,0.06526322399042729,1.0609841909588513,0.09093867274080278,0.9700455182180485,0.8595271210013908,0.02364394993045897,0.8358831710709319
2026-06-18 16:12:19.974648,NEARUSDT,FLAT,2.0,2.0,0.0,1.0069107602529113,1.0,0.006910760252911263,1.1239675439122372,43397047.0,43397045.87603246,1857073.0,-482889.0,2339962.0,-106570972.0,261567261.0,368138233.0,44.12671842351669,37.68738086785842,6.43933755565827,-1.0,-1.0,0.0,-0.027297698150664677,-0.04267421005011578,0.0153765118994511,74.3227849335213,49.341142640612304,24.981642292909,-0.025987125475626816,-0.04783732941416011,0.02185020393853329,0.6772151997046817,0.09325825968414156,0.5839569400205401,0.35048678720445064,0.1571627260083449,0.19332406119610573
2026-06-18 16:12:25.461997,POLUSDT,FLAT,2.0,1.0,1.0,1.0027724135756262,0.9999640331877686,0.0028083803878575786,1.016237769466206,153031917.0,153031915.98376223,-2211896.0,-668330.0,1543566.0,-472403688.0,-558734142.0,86330454.0,41.00848544546242,50.60611349143081,9.597628045968392,-1.0,1.0,2.0,-0.005815771327389317,0.007226816503300833,0.01304258783069015,68.56952998438464,73.96448398579916,5.3949540014145185,-0.01470421661939546,0.005658104816040035,0.020362321435435496,0.3624128301477857,0.14129976746524756,0.22111306268253814,0.8776077885952712,0.18776077885952713,0.6898470097357441
2026-06-18 16:12:31.324164,1000PEPEUSDT,FLAT,1.0,1.0,0.0,1.003723783271961,1.0000061330800194,0.0037176501919415905,1.0093861114531557,18462395572.0,18462395570.990612,1029896550.0,30683661.0,999212889.0,-186962478136.0,-277964480368.0,91002002232.0,28.69344115748615,40.2710706178634,11.577629460377253,-1.0,-1.0,0.0,-0.009497232407305307,-0.03489283622452103,0.02539560381721572,51.15942871818577,8.28526414327589,42.874164574909884,-0.0479259107104019,-0.008189470730199586,0.039736439980202314,0.6333288229154996,0.08822303245806373,0.5451057904574359,0.7983310152990264,0.025034770514603615,0.7732962447844228
2026-06-18 16:12:37.175983,BNBUSDT,FLAT,1.0,1.0,0.0,1.005608313372529,1.000075413104539,0.005532900267990026,1.0442074615925452,546220.71,546219.6657925383,31153.340000000007,4144.22,27009.120000000006,-976672.6499999991,-73604.3699999994,903068.2799999997,29.03014830585876,38.79298319213177,9.762834886273012,-1.0,-1.0,0.0,-0.039663555836227764,-1.3676887340545343,1.3280251782183066,40.53207713292887,8.732568032269553,31.799509100659314,-0.03755482497812599,-0.00899451985295528,0.028560305125170708,0.6338197329128857,0.1890093219409799,0.4448104109719058,0.7357440890125174,0.006954102920723227,0.7287899860917942
2026-06-18 16:12:43.091314,ETHUSDT,FLAT,2.0,1.0,1.0,1.003827096906226,0.9999696858159661,0.0038574110902598324,1.5405496722604972,2250899.372,2250897.8314503278,200245.77200000017,227.6535000000017,200018.11850000016,10400.130999998073,-15839407.03300001,15849807.164000006,24.88943390291952,45.11194488288183,20.22251097996231,-1.0,-1.0,0.0,-1.6252879477179811,-0.04326638360439379,1.5820215641135873,39.56371619338433,17.157053503052154,22.406662690332176,-0.03343492495200598,-0.006292042474772447,0.02714288247723353,1.0005701257407438,0.05605602132581748,0.9445141044149263,0.7830319888734353,0.030598052851182198,0.7524339360222531
2026-06-18 16:12:48.780329,TONUSDT,FLAT,3.0,3.0,0.0,1.0076180396620853,0.9999210786453545,0.007696961016730786,1.072516959388448,23197266.7,23197265.62748304,-58809.60000000009,-110923.55000000005,52113.94999999995,-117277522.69999976,-264145303.19999984,146867780.50000006,40.46284432519486,35.81865354543213,4.644190779762731,-1.0,-1.0,0.0,-0.0017810149287947556,-0.016159585382019424,0.014378570453224668,36.41921172576187,26.21352366975599,10.20568805600588,-0.004658583881850389,-0.03679374328283481,0.03213515940098442,0.8228966846765652,0.07828100677001952,0.7446156779065457,0.1835883171070932,0.008344923504867872,0.17524339360222532
2026-06-18 16:12:54.560906,TRXUSDT,FLAT,1.0,1.0,0.0,1.0029216730843784,1.0000035109855268,0.002918162098851651,1.2051671287740389,352540432.0,352540430.7948329,4215380.0,54955.0,4160425.0,121160456.0,-352849606.0,474010062.0,32.94964615939453,64.86280776228888,31.91316160289435,-1.0,1.0,2.0,-0.03150536880321134,-0.008746136148319587,0.02275923265489175,8.351140153980229,68.07915386365468,59.72801370967446,-0.006293759913915018,0.010357833021184962,0.01665159293509998,1.2948049052743198,0.11408995869387592,1.1807149465804438,0.38803894297635605,0.0,0.38803894297635605
2026-06-18 16:13:00.563136,XRPUSDT,FLAT,2.0,2.0,0.0,1.0021446713170443,0.9999949652506057,0.002149706066438606,1.0178565216696505,310676027.1,310676026.0821435,10222892.699999997,618882.1500000003,9604010.549999997,-1043708229.2000002,-1419019059.8999987,375310830.6999985,25.57722762760544,45.81104992142617,20.23382229382073,-1.0,-1.0,0.0,-0.02086664442362755,-0.02861564424312757,0.007748999819500019,21.459230059334345,30.183556785850243,8.724326726515898,-0.040051659386394364,-0.00949708158193882,0.030554577804455543,0.5078175215273362,0.05800050097669237,0.4498170205506438,0.6773296244784422,0.02920723226703755,0.6481223922114047
2026-06-18 16:13:06.554769,ARBUSDT,FLAT,1.0,1.0,0.0,1.0053969184969092,1.0001358017518163,0.005261116745092886,1.0410624012732033,189919865.7,189919864.65893757,6652803.400000003,959206.3999999993,5693597.000000004,-757787364.2999991,-358325774.09999835,399461590.20000076,35.79886504352244,54.78326972169557,18.984404678173128,-1.0,1.0,2.0,-0.019251705110055313,-0.03353306700596626,0.014281361895910949,42.27417309009109,22.168772018851257,20.105401071239832,-0.041021027994944365,0.004283680991165166,0.04530470898610953,0.555565467644674,0.08785110086725005,0.4677143667774239,0.7719054242002782,0.0013908205841446453,0.7705146036161336
2026-06-18 16:13:12.353722,DOGEUSDT,FLAT,0.0,1.0,1.0,1.0034856742799312,1.0000257197188378,0.0034599545610933813,1.0517211645666937,2282152842.0,2282152840.948279,68208156.0,-8909204.0,77117360.0,-13394743166.0,-8911896241.0,4482846925.0,27.031675578234143,42.339555659781006,15.307880081546863,-1.0,-1.0,0.0,-0.010991618090051782,0.039782476050058246,0.050774094140110027,23.251838926859666,15.108159797597168,8.143679129262498,-0.043634663543056014,-0.004632855170774384,0.03900180837228163,0.6071334188786809,0.10581753333725587,0.501315885541425,0.6022253129346314,0.14325452016689846,0.458970792767733
2026-06-18 16:13:18.079531,LINKUSDT,FLAT,0.0,1.0,1.0,1.0036868672263823,1.0,0.00368686722638234,1.0279007331555605,8143141.85,8143140.822099267,90128.69999999966,21413.820000000014,68714.87999999966,-29033074.630000036,-27738261.769999977,1294812.860000059,33.27136202642798,51.29202236231016,18.020660335882184,-1.0,1.0,2.0,-0.007345793957277417,-0.02409451837234807,0.016748724415070654,48.82196189669071,36.18100883906552,12.64095305762519,-0.03212321373982967,-0.0007611315856477293,0.03136208215418194,0.6211757598107067,0.10137949260459582,0.5197962672061109,0.8303198887343533,0.006954102920723227,0.8233657858136301
2026-06-18 16:13:23.474820,SOLUSDT,FLAT,0.0,1.0,1.0,1.0051444932501072,0.9999429534434724,0.005201539806634847,0.8942451960920689,9912962.32,9912961.425754804,773293.7200000001,-15656.850000000013,788950.5700000001,-16428006.530000003,-47389546.99999999,30961540.46999999,26.827554838278076,44.82119249949217,17.993637661214095,-1.0,-1.0,0.0,-0.040986401593570476,-0.09955696715888689,0.05857056556531641,34.46425581284098,15.248156347369786,19.216099465471196,-0.0462296977347552,-0.001049239397765576,0.04518045833698962,0.8815469724042125,0.055937316234513104,0.8256096561696994,0.8456189151599444,0.07232267037552156,0.7732962447844228
2026-06-18 16:13:28.915826,HBARUSDT,FLAT,1.0,0.0,1.0,1.002579510416363,0.9999903672435029,0.0025891431728601866,1.043630138947635,383376847.0,383376845.9563699,3309253.0,-1641111.5,4950364.5,-780856836.0,-1845484293.0,1064627457.0,39.88931929031303,26.29040426454658,13.598915025766452,-1.0,-1.0,0.0,-0.011783616875044471,-0.03447978267176126,0.022696165796716787,33.93521106880723,7.667950711945824,26.267260356861403,-0.009762280283200588,-0.03192711478775992,0.022164834504559333,0.43128965664417873,0.07454662812962635,0.35674302851455236,0.7065368567454798,0.07232267037552156,0.6342141863699583
2026-06-18 16:13:34.192045,ONDOUSDT,FLAT,2.0,2.0,0.0,1.006116668329865,0.9998876956326906,0.006228972697174373,1.037777076852115,78836548.8,78836547.76222292,6010141.800000004,-489451.50000000035,6499593.300000004,-770983703.8999988,-1201347051.5999982,430363347.69999945,42.67356992407715,43.755850282465026,1.0822803583878766,-1.0,-1.0,0.0,-0.0156364554833661,-0.059414091561118834,0.04377763607775273,67.67780053591254,33.013660302960865,34.664140232951674,-0.02795468412183734,-0.03159032428758959,0.0036356401657522477,0.6229097469453941,0.13092397923432517,0.49198576771106894,0.7107093184979137,0.02642559109874826,0.6842837273991654
2026-06-18 16:13:40.060818,ADAUSDT,FLAT,2.0,2.0,0.0,1.0045522569016518,1.000076636666846,0.004475620234805744,1.0305255026865137,396866535.0,396866533.9694745,31669639.0,-3361677.0,35031316.0,-1693910339.0,-3701835805.0,2007925466.0,29.128498267620472,45.5871400474561,16.45864177983563,-1.0,-1.0,0.0,-0.017057435705114796,-0.06471171233780386,0.04765427663268906,20.638219775836685,23.400558340081435,2.76233856424475,-0.03592471551943796,-0.008211189830394717,0.027713525689043242,0.854034909574819,0.06257491665334855,0.7914599929214704,0.4909596662030598,0.2795549374130737,0.21140472878998612
2026-06-18 16:13:46.457104,1000SHIBUSDT,FLAT,0.0,2.0,2.0,1.004813516343768,1.000116801692135,0.004696714651633016,0.9997530566001266,4112380034.0,4112380033.000247,198027883.0,-35876919.0,233904802.0,-26200645629.0,-35357426240.0,9156780611.0,20.339984577346257,68.6417945209104,48.30180994356414,-1.0,1.0,2.0,-0.014756548701433437,0.011973564782617876,0.026730113484051313,7.961460210783986,82.87811627542557,74.91665606464159,-0.05793005087644953,0.00696296075525002,0.06489301163169955,0.8777659466535758,0.14418251995224568,0.7335834267013301,0.8108484005563282,0.03616133518776078,0.7746870653685675
2026-06-18 16:13:52.352089,DOTUSDT,FLAT,0.0,1.0,1.0,1.0062241929502351,1.0001263392436337,0.0060978537066014304,1.004411286716933,27808222.6,27808221.595588714,1251353.5999999992,22623.19999999994,1228730.3999999992,-145242086.09999987,-346632775.8000001,201390689.7000002,33.41202257834125,61.09340832055832,27.681385742217067,-1.0,1.0,2.0,-0.013146957136044564,-0.019102284295046023,0.005955327159001459,66.42342845658511,80.09777319655421,13.6743447399691,-0.05202601017895431,0.002070394114308495,0.054096404293262804,0.6445309310138685,0.11818140484412508,0.5263495261697434,0.7065368567454798,0.02642559109874826,0.6801112656467315
2026-06-18 16:13:58.569928,TAOUSDT,FLAT,1.0,1.0,0.0,1.006420430834595,1.0005115489107224,0.005908881923872622,1.0568132720280208,222407.378,222406.32118672796,14493.395999999988,-441.11300000000165,14934.50899999999,-1508099.694,-2458348.0210000006,950248.3270000007,32.515803439478304,56.782359823490495,24.26655638401219,-1.0,1.0,2.0,-0.014529286061298873,0.009741409008196816,0.02427069506949569,52.32957768587247,78.28864407598319,25.959066390110713,-0.04896619325717559,0.013223564882488263,0.062189758139663855,0.7715045170888793,0.1605678321533554,0.610936684935524,0.4617524339360223,0.1070931849791377,0.3546592489568846
2026-06-18 16:14:05.486935,BTCUSDT,FLAT,2.0,2.0,0.0,1.0032625148361214,0.9999835536142125,0.0032789612219088493,1.0907002363185905,98596.968,98595.87729976367,3629.9619999999995,505.5089999999999,3124.4529999999995,109146.89700000019,-218229.7249999995,327376.6219999997,27.223366968075695,48.5225685332889,21.299201565213203,-1.0,1.0,2.0,-0.031615171271331954,-0.12681143909949302,0.09519626782816107,37.9239000774121,16.112637051308855,21.811263026103244,-0.02787941997442134,-0.0020440226550268153,0.025835397319394528,0.8415114242806887,0.054257144378662456,0.7872542799020262,0.8164116828929068,0.07093184979137691,0.7454798331015299
