Opened,Closed,Coin,Model,Direction,Conf,Entry,Exit,TP,SL,ATR,% to H4Hi,% to H4Lo,RR,H4 Trend,Vol Regime,H4 High,H4 Low,Qty,Leverage,PnL ($),PnL (%),Exit Reason,Hold Bars,Status
2026-06-09 23:05,2026-06-10 02:38,ETHUSDT,ic32_regime_v1,SHORT,0.66,1638.41,1624.60,1609.21,1670.28,14.6025,+1.5,+1.5,0.92,DOWN,0.07,1662.98,1613.10,5.0000,5.0,+0.21,+4.1,guardian_exit,3,closed
2026-06-09 21:05,2026-06-10 00:45,XRPUSDT,ic32_regime_v1,SHORT,0.72,1.1412,1.1286,1.1181,1.1715,0.011152,+2.2,+2.0,0.76,DOWN,0.12,1.1659,1.1181,5.0000,5.0,+0.27,+5.5,guardian_exit,3,closed
2026-06-09 20:05,2026-06-09 22:50,TAOUSDT,ic32_regime_v1,SHORT,0.74,210.4547,206.4532,204.1679,218.6517,3.1434,+3.1,+2.8,0.77,DOWN,0.08,217.0800,204.6300,5.0000,5.0,+0.47,+9.4,guardian_exit,2,closed
2026-06-09 20:05,2026-06-10 02:15,TONUSDT,ic32_regime_v1,SHORT,0.75,1.7107,1.6802,1.6504,1.7774,0.030154,+3.0,+2.4,0.91,DOWN,0.06,1.7623,1.6699,5.0000,5.0,+0.44,+8.8,guardian_exit,6,closed
2026-06-09 18:05,2026-06-09 20:05,BNBUSDT,ic32_regime_v1,SHORT,0.66,591.8639,597.8488,582.1031,603.0902,4.8804,+1.5,+1.3,0.87,DOWN,0.06,600.6500,583.9900,5.0000,5.0,-0.26,-5.1,guardian_exit,2,closed
2026-06-09 13:05,2026-06-09 14:30,HBARUSDT,ic32_regime_v1,LONG,0.78,0.080720,0.079491,0.081797,0.079531,0.00053825,+1.1,+1.1,0.91,DOWN,0.09,0.081610,0.079800,5.0000,5.0,-0.38,-7.7,sl_hit,1,closed
2026-06-09 13:05,2026-06-09 15:01,AVAXUSDT,ic32_regime_v1,SHORT,0.63,6.7236,6.5990,6.6051,6.8186,0.059245,+1.0,+1.2,1.25,DOWN,0.13,6.7890,6.6410,5.0000,5.0,+0.46,+9.2,manual_close,1,closed
2026-06-09 11:05,2026-06-09 15:00,ONDOUSDT,ic32_regime_v1,SHORT,0.64,0.363018,0.361681,0.350187,0.378008,0.00641595,+3.2,+2.3,0.86,UP,0.09,0.374800,0.354500,5.0000,5.0,+0.09,+1.8,guardian_exit,3,closed
2026-06-09 07:05,2026-06-09 09:33,ADAUSDT,ic32_regime_v1,LONG,0.75,0.169985,0.166917,0.174865,0.163680,0.00244023,+2.6,+3.0,0.77,UP,0.09,0.174400,0.164900,5.0000,5.0,-0.46,-9.1,guardian_exit,2,closed
2026-06-09 05:05,2026-06-09 07:08,TONUSDT,ic32_regime_v1,SHORT,0.70,1.7361,1.7695,1.6681,1.8016,0.029773,+2.9,+3.9,1.04,DOWN,0.05,1.7867,1.6681,5.0000,5.0,-0.48,-9.7,guardian_exit,2,closed
2026-06-09 05:05,2026-06-09 09:08,ETHUSDT,ic32_regime_v1,LONG,0.72,1687.43,1671.10,1724.57,1643.81,18.5672,+1.6,+2.0,0.85,UP,0.06,1714.22,1653.09,5.0000,5.0,-0.25,-4.9,guardian_exit,4,closed
2026-06-09 05:05,2026-06-09 10:45,AVAXUSDT,ic32_regime_v1,SHORT,0.64,6.7536,6.6733,6.5840,6.9224,0.084732,+1.9,+2.5,1.01,DOWN,0.09,6.8800,6.5840,5.0000,5.0,+0.29,+5.9,guardian_exit,5,closed
2026-06-09 00:05,2026-06-09 02:23,TAOUSDT,ic32_regime_v1,SHORT,0.63,216.3918,211.9459,210.4100,221.0170,2.7939,+1.5,+2.8,1.29,UP,0.09,219.6200,210.4100,5.0000,5.0,+0.51,+10.2,guardian_exit,2,closed
2026-06-08 21:05,2026-06-08 23:18,ARBUSDT,ic32_regime_v1,LONG,0.76,0.083242,0.082059,0.085221,0.081757,0.00098956,+1.6,+1.1,1.33,UP,0.08,0.084600,0.082300,5.0000,5.0,-0.36,-7.2,guardian_exit,2,closed
2026-06-08 20:05,2026-06-08 23:08,ETHUSDT,ic32_regime_v1,LONG,0.74,1686.50,1709.19,1718.41,1656.94,15.9552,+1.1,+1.3,1.08,UP,0.03,1705.77,1664.92,5.0000,5.0,+0.33,+6.7,guardian_exit,3,closed
2026-06-08 20:05,2026-06-09 00:33,NEARUSDT,ic32_regime_v1,SHORT,0.68,2.1719,2.0750,2.0629,2.2912,0.054496,+4.2,+3.6,0.91,UP,0.08,2.2640,2.0930,5.0000,5.0,+1.11,+22.2,guardian_exit,4,closed
2026-06-08 17:05,2026-06-08 19:08,POLUSDT,ic32_regime_v1,LONG,0.78,0.079770,0.078621,0.081530,0.078150,0.00088000,+2.1,+1.5,1.09,UP,0.07,0.081470,0.078590,5.0000,5.0,-0.36,-7.3,guardian_exit,2,closed
2026-06-08 16:05,2026-06-09 00:33,AVAXUSDT,ic32_regime_v1,SHORT,0.71,6.7986,6.6333,6.6016,6.9463,0.098486,+0.9,+2.7,1.33,UP,0.11,6.8600,6.6130,5.0000,5.0,+0.60,+12.1,guardian_exit,8,closed
2026-06-08 12:05,2026-06-08 14:35,TAOUSDT,ic32_regime_v1,LONG,0.71,210.8954,214.6226,217.7390,204.9091,3.4218,+3.0,+2.0,1.14,UP,0.12,217.2600,206.6200,5.0000,3.0,+0.26,+5.2,guardian_exit,2,closed
2026-06-08 12:05,2026-06-08 15:02,NEARUSDT,ic32_regime_v1,SHORT,0.80,2.1039,2.1791,1.9877,2.2241,0.058139,+4.3,+4.1,0.97,UP,0.11,2.1950,2.0170,5.0000,3.0,-0.54,-10.8,guardian_exit,2,closed
2026-06-08 09:05,2026-06-08 11:38,HBARUSDT,ic32_regime_v1,LONG,0.80,0.081501,0.082359,0.082902,0.080360,0.00070088,+1.3,+1.0,1.23,UP,0.06,0.082540,0.080710,5.0000,3.0,+0.15,+3.1,guardian_exit,2,closed
2026-06-08 09:05,2026-06-08 11:38,1000PEPEUSDT,ic32_regime_v1,LONG,0.74,0.00277999,0.00283268,0.00285055,0.00272686,0.00003528,+2.2,+1.3,1.33,UP,0.07,0.00284110,0.00274450,5.0000,3.0,+0.28,+5.6,guardian_exit,2,closed
2026-06-08 08:05,2026-06-08 11:23,XRPUSDT,ic32_regime_v1,LONG,0.76,1.1456,1.1606,1.1710,1.1247,0.012734,+1.9,+1.3,1.22,UP,0.08,1.1671,1.1311,5.0000,3.0,+0.19,+3.9,guardian_exit,3,closed
2026-06-08 08:05,2026-06-08 11:18,AVAXUSDT,ic32_regime_v1,SHORT,0.59,6.6657,6.7674,6.4676,6.9095,0.099019,+2.9,+2.1,0.81,DOWN,0.09,6.8600,6.5280,5.0000,3.0,-0.23,-4.7,guardian_exit,3,closed
2026-06-08 02:05,2026-06-08 05:43,AVAXUSDT,ic32_regime_v1,SHORT,0.70,6.6976,6.5613,6.4593,7.0266,0.119189,+4.0,+2.8,0.72,UP,0.06,6.9670,6.5130,5.0000,1.0,+0.10,+2.0,guardian_exit,3,closed
