bar_in,bar_out,direction,entry,exit,tp,sl,rr,outcome,net_pnl,equity,modal_used,partial_bar,partial_pnl,partial_price,partial_ratio
5788,5799,SHORT,11584.48486,11681.133511337843,11458.0,11675.29586340614,1.39,LOSS,-0.4571,9.5429,10.0,,0.0,,
5789,5799,SHORT,11578.547830000001,11679.991492159465,11458.0,11674.154414951989,1.26,LOSS,-0.4781,9.0648,10.0,,0.0,,
5790,5799,SHORT,11587.113545,11678.65957120487,11458.0,11672.823159625057,1.51,LOSS,-0.435,8.6298,10.0,,0.0,,
5792,5796,SHORT,11577.218495000001,11633.824005,11458.0,11673.707439896154,1.24,GUARDIAN_EXIT,-0.2845,8.3453,10.0,,0.0,,
5794,5799,SHORT,11597.288455,11671.28287797578,11506.406191134223,11665.450152899331,1.33,LOSS,-0.359,7.9863,10.0,,0.0,,
5795,5796,SHORT,11592.950625000001,11668.375368561012,11500.159329649663,11662.544096512756,1.33,LOSS,-0.3653,7.621,10.0,,0.0,,
5798,5806,SHORT,11610.3919,11698.600053701697,11500.576197515647,11692.753676863265,1.33,LOSS,-0.4199,7.2011,10.0,,0.0,,
5802,5806,SHORT,11636.768705,11717.976707229463,11536.299449125321,11712.12064690601,1.33,LOSS,-0.3889,6.8122,10.0,,0.0,,
5803,5806,SHORT,11632.290945,11715.211683942232,11534.862923241944,11709.357005439513,1.26,LOSS,-0.3964,6.4157,10.0,,0.0,,
5810,5815,SHORT,11673.250455000001,11585.950079999999,11585.803908250771,11748.751636687308,1.16,GUARDIAN_MOMENTUM_EXIT,0.3339,6.7497,10.0,,0.0,,
5811,5815,SHORT,11658.177995,11585.950079999999,11567.737654484,11749.500085128999,0.99,GUARDIAN_EXIT,0.2698,7.0194,10.0,,0.0,,
5850,5861,SHORT,11951.431295,11796.51531,11797.26,12086.893672629043,1.14,GUARDIAN_MOMENTUM_EXIT,0.6081,7.6276,10.0,,0.0,,
5910,5912,SHORT,10290.442205000001,10533.77291483367,9973.02026432878,10528.508660503418,1.33,LOSS,-1.2223,6.4052,10.0,,0.0,,
5948,5952,LONG,10086.990975,10114.280330000001,10521.658596393554,9716.333094651613,1.17,GUARDIAN_EXIT,0.0953,6.5005,10.0,,0.0,,
6020,6021,LONG,10032.483734999998,9857.245407947705,10259.560053405594,9862.176496195802,1.33,LOSS,-0.9134,5.5872,10.0,,0.0,,
6025,6030,LONG,9999.527265,10184.905,10247.00482758735,9788.130609353162,1.17,GUARDIAN_EXIT,0.8869,6.4741,10.0,,0.0,,
6026,6038,LONG,10031.69334,10240.986945,10260.12589424237,9792.891861439408,0.96,GUARDIAN_MOMENTUM_EXIT,1.0032,7.4773,10.0,,0.0,,
6055,6059,SHORT,10260.32727,10367.22102,10070.83,10457.690492051925,0.96,GUARDIAN_EXIT,-0.5609,6.9163,10.0,,0.0,,
6056,6059,SHORT,10271.74156,10367.22102,10070.83,10455.938426445002,1.09,GUARDIAN_EXIT,-0.5048,6.4116,10.0,,0.0,,
6084,6094,LONG,10267.541205,10382.696055,10380.929596642634,10171.652902089341,1.18,GUARDIAN_MOMENTUM_EXIT,0.5208,6.9323,10.0,,0.0,,
6118,6122,SHORT,10435.699540000001,10509.429526090289,10344.395676837865,10504.177437371603,1.33,LOSS,-0.3933,6.5391,10.0,,0.0,,
6121,6122,SHORT,10422.895945000002,10499.062017730435,10340.955504298605,10493.815110175348,1.16,LOSS,-0.4054,6.1337,10.0,,0.0,,
6126,6129,SHORT,10536.998865000001,10457.596185,10400.04,10605.041597927748,2.01,GUARDIAN_EXIT,0.3368,6.4705,10.0,,0.0,,
6127,6129,SHORT,10534.150290000001,10457.596185,10400.04,10602.038122845794,1.98,GUARDIAN_EXIT,0.3234,6.7939,10.0,,0.0,,
6128,6130,SHORT,10498.757995,10330.052445,10400.04,10604.359039799689,0.93,GUARDIAN_MOMENTUM_EXIT,0.7635,7.5573,10.0,,0.0,,
6139,6150,SHORT,10307.023910000002,10405.612935798203,10182.505484088688,10400.412729433487,1.33,LOSS,-0.5183,7.039,10.0,,0.0,,
6251,6254,SHORT,10984.994755,10904.819685,10870.01,11062.502638420054,1.48,GUARDIAN_EXIT,0.3249,7.364,10.0,,0.0,,
6279,6288,SHORT,11053.77035,10945.099814999998,10887.37,11212.901021403719,1.05,GUARDIAN_EXIT,0.4516,7.8155,10.0,,0.0,,
6280,6288,SHORT,11062.76585,10945.099814999998,10887.37,11210.886885216556,1.18,GUARDIAN_EXIT,0.4918,8.3073,10.0,,0.0,,
6282,6288,SHORT,11048.672900000001,10945.099814999998,10887.37,11209.50308267377,1.0,GUARDIAN_EXIT,0.4287,8.7361,10.0,,0.0,,
6283,6288,SHORT,11081.766345,10945.099814999998,10887.37,11208.534004983932,1.53,GUARDIAN_EXIT,0.5766,9.3127,10.0,,0.0,,
6470,6479,SHORT,10749.44259,10850.346464735201,10594.82,10844.924002733835,1.62,LOSS,-0.5093,8.8033,10.0,,0.0,,
6484,6506,SHORT,10874.190185,10695.28497,10704.45,10977.82652489158,1.64,GUARDIAN_MOMENTUM_EXIT,0.7826,9.5859,10.0,,0.0,,
6491,6515,SHORT,10895.62946,10767.62112,10779.99156714103,10982.357879644227,1.33,GUARDIAN_MOMENTUM_EXIT,0.5474,10.1334,10.0,,0.0,,
6494,6502,SHORT,10896.449050000001,10701.468060000001,10780.013538707806,10983.775683469146,1.33,GUARDIAN_MOMENTUM_EXIT,0.8547,10.9881,10.0,,0.0,,
6556,6559,SHORT,10815.659465,10889.30467493031,10685.62,10883.862743558531,1.91,LOSS,-0.3805,10.6076,10.0,,0.0,,
6634,6641,SHORT,10595.449625000001,10635.314999999999,10529.82757197657,10653.755513255857,1.13,GUARDIAN_EXIT,-0.2281,10.3795,10.0,,0.0,,
6635,6642,SHORT,10601.0968,10659.139684544154,10535.245687379693,10653.812778155077,1.25,LOSS,-0.3138,10.0657,10.0,,0.0,,
6640,6641,SHORT,10600.926885,10646.828544098194,10546.819011395877,10641.507790203093,1.33,LOSS,-0.2565,9.8092,10.0,,0.0,,
6641,6642,SHORT,10624.685000000001,10675.564232401603,10563.959509543094,10670.229117842682,1.33,LOSS,-0.2794,9.5298,10.0,,0.0,,
6642,6647,SHORT,10667.92337,10726.131324266387,10575.0,10720.77093879699,1.76,LOSS,-0.3128,9.217,10.0,,0.0,,
6645,6647,SHORT,10654.939865,10720.556759940377,10581.26,10715.199160360196,1.22,LOSS,-0.3479,8.8691,10.0,,0.0,,
6646,6647,SHORT,10661.296685,10720.067857187478,10581.26,10714.71050193651,1.5,LOSS,-0.3156,8.5534,10.0,,0.0,,
6647,6661,SHORT,10698.26819,10767.139043760648,10581.26,10761.75816467831,1.84,LOSS,-0.3619,8.1916,10.0,,0.0,,
6652,6660,SHORT,10671.671495,10731.813225,10598.19826715125,10759.998306962187,0.83,GUARDIAN_EXIT,-0.3218,7.8698,10.0,,0.0,,
6659,6661,SHORT,10690.262195000001,10753.109580410548,10613.630838260975,10747.735712554271,1.33,LOSS,-0.3339,7.5358,10.0,,0.0,,
6660,6670,SHORT,10721.086775000002,10784.36264345881,10615.64,10778.973156880369,1.82,LOSS,-0.3351,7.2007,10.0,,0.0,,
6661,6670,SHORT,10718.568035,10786.400737745967,10615.64,10781.010232629653,1.65,LOSS,-0.3564,6.8443,10.0,,0.0,,
6666,6670,SHORT,10725.414610000002,10803.023566486028,10644.395593564106,10797.624754108974,1.12,LOSS,-0.4018,6.4425,10.0,,0.0,,
6674,6678,SHORT,10759.907355000001,10716.505575,10682.085374905706,10819.455495023574,1.31,GUARDIAN_EXIT,0.1617,6.6042,10.0,,0.0,,
6699,6709,SHORT,10584.66502,10637.346015,10497.455391636608,10650.072241272544,1.33,GUARDIAN_EXIT,-0.2889,6.3153,10.0,,0.0,,
6760,6769,SHORT,11052.620925000001,11137.364656172567,10864.05,11131.798756794171,2.38,LOSS,-0.4234,5.892,10.0,,0.0,,
6761,6769,SHORT,11041.496490000001,11134.922274649574,10864.05,11129.357595851649,2.02,LOSS,-0.4631,5.4289,10.0,,0.0,,
6762,6768,SHORT,11028.76286,11090.192324999998,10864.05,11128.58258307143,1.65,GUARDIAN_EXIT,-0.3185,5.1104,10.0,,0.0,,
6763,6767,SHORT,11025.184650000001,11083.068765,10864.05,11126.861571995238,1.58,GUARDIAN_EXIT,-0.3025,4.8079,10.0,,0.0,,
6764,6769,SHORT,11047.133670000001,11132.01392107707,10864.05,11126.450695729207,2.31,LOSS,-0.4242,4.3837,10.0,,0.0,,
6765,6769,SHORT,11064.455005,11132.726395302885,10980.844593138749,11127.162813895939,1.33,LOSS,-0.3485,4.0352,10.0,,0.0,,
6767,6769,SHORT,11071.991235000001,11140.585676098679,10987.95532564644,11135.018167015172,1.33,LOSS,-0.3498,3.6854,10.0,,0.0,,
6768,6769,SHORT,11079.107675000001,11146.121291587857,10997.183220226914,11140.551016079817,1.33,LOSS,-0.3424,3.343,10.0,,0.0,,
6773,6796,SHORT,11349.16258,11343.60897,11050.51,11532.86525380282,1.63,GUARDIAN_EXIT,-0.0155,3.3275,10.0,,0.0,,
6774,6798,SHORT,11375.60935,11355.685005,11050.51,11529.52788662911,2.11,GUARDIAN_EXIT,0.0476,3.375,10.0,,0.0,,
6775,6799,SHORT,11368.313,11351.77305,11050.51,11526.538168411895,2.01,GUARDIAN_EXIT,0.0327,3.4078,10.0,,0.0,,
6776,6801,SHORT,11311.611365,11402.71851,11050.51,11528.794412623643,1.2,GUARDIAN_EXIT,-0.4427,2.9651,10.0,,0.0,,
6777,6801,SHORT,11308.44295,11402.71851,11050.51,11465.40849094049,1.64,GUARDIAN_EXIT,-0.4568,2.5082,10.0,,0.0,,
6778,6801,SHORT,11311.80127,11402.71851,11050.51,11464.226025481757,1.71,GUARDIAN_EXIT,-0.4419,2.0664,10.0,,0.0,,
6779,6808,SHORT,11334.33,11429.982135,11050.51,11462.596555417524,2.21,GUARDIAN_EXIT,-0.462,1.6044,10.0,,0.0,,
6785,6808,SHORT,11357.648335,11429.982135,11230.28682208976,11453.16946968268,1.33,GUARDIAN_EXIT,-0.3584,1.246,10.0,,0.0,,
6786,6805,SHORT,11345.414455,11448.841220961116,11227.575810477792,11443.119661130551,1.21,LOSS,-0.4958,0.7502,10.0,,0.0,,
6787,6805,SHORT,11357.308505,11446.9049651663,11247.211013080754,11441.184372979811,1.31,LOSS,-0.4344,0.3157,10.0,,0.0,,
6788,6790,SHORT,11363.085615000002,11298.86661,11252.065122003321,11446.350984747512,1.33,GUARDIAN_EXIT,0.2426,0.5583,10.0,,0.0,,
6923,6947,SHORT,11362.465925,11351.062694999999,11200.0,11546.13955157019,0.88,GUARDIAN_EXIT,0.0102,0.5685,10.0,,0.0,,
6969,6973,SHORT,11415.219535,11475.815565680483,11342.0715477763,11470.080525417774,1.33,LOSS,-0.3054,0.2631,10.0,,0.0,,
6970,6975,SHORT,11414.909690000002,11461.557915,11346.62143440613,11495.032063898467,0.85,GUARDIAN_EXIT,-0.2443,0.0187,10.0,,0.0,,
6971,6974,SHORT,11411.991150000002,11452.403339999999,11346.445328485313,11494.34645537867,0.8,GUARDIAN_EXIT,-0.2171,-0.1983,10.0,,0.0,,
6972,6976,SHORT,11432.34097,11470.482375,11366.87,11493.754261328182,1.07,GUARDIAN_EXIT,-0.2068,-0.4051,10.0,,0.0,,
6973,6982,SHORT,11429.012635000001,11501.647642997665,11357.253862395635,11495.89969315109,1.07,LOSS,-0.3578,-0.7629,10.0,,0.0,,
6974,6982,SHORT,11440.956660000002,11501.536294931311,11369.643057076217,11495.788400730946,1.3,LOSS,-0.3047,-1.0677,10.0,,0.0,,
6975,6982,SHORT,11450.102085,11509.08959586391,11379.120962466053,11503.33792690046,1.33,LOSS,-0.2976,-1.3652,10.0,,0.0,,
6976,6982,SHORT,11459.017625,11508.891569999998,11390.004652137246,11510.777354647065,1.33,GUARDIAN_EXIT,-0.2576,-1.6229,10.0,,0.0,,
6977,6982,SHORT,11434.28,11505.507356192324,11364.210090185614,11499.757477453597,1.07,LOSS,-0.3515,-1.9743,10.0,,0.0,,
6978,6981,SHORT,11426.52388,11466.200234999998,11360.9272914942,11498.63914712645,0.91,GUARDIAN_EXIT,-0.2136,-2.1879,10.0,,0.0,,
6979,6982,SHORT,11434.050115000002,11504.113109473345,11369.55440496164,11498.36392750959,1.0,LOSS,-0.3464,-2.5343,10.0,,0.0,,
6980,6982,SHORT,11448.622825,11503.783754543565,11385.443876300087,11498.034737174978,1.28,LOSS,-0.2809,-2.8152,10.0,,0.0,,
6981,6982,SHORT,11454.739765,11507.67904569577,11391.822009460077,11501.928081654944,1.33,LOSS,-0.2711,-3.0863,10.0,,0.0,,
6982,6986,SHORT,11497.38843,11422.418354999998,11413.96,11548.854971100951,1.62,GUARDIAN_MOMENTUM_EXIT,0.286,-2.8003,10.0,,0.0,,
6983,6986,SHORT,11463.60533,11422.418354999998,11380.140882505568,11526.203665620824,1.33,GUARDIAN_EXIT,0.1396,-2.6606,10.0,,0.0,,
6984,6986,SHORT,11455.80923,11422.418354999998,11378.681375504826,11513.655120871383,1.33,GUARDIAN_EXIT,0.1057,-2.5549,10.0,,0.0,,
7002,7012,SHORT,11684.145005,11761.407765,11472.46,11858.304502828947,1.22,GUARDIAN_EXIT,-0.3706,-2.9255,10.0,,0.0,,
7003,7013,SHORT,11717.21846,11795.95503,11472.46,11858.297235785089,1.73,GUARDIAN_EXIT,-0.376,-3.3015,10.0,,0.0,,
7004,7017,SHORT,11741.376375,11840.707395,11472.46,11857.735604347075,2.31,GUARDIAN_EXIT,-0.463,-3.7645,10.0,,0.0,,
7006,7017,SHORT,11745.594265,11840.707395,11616.44231593945,11856.277987265137,1.17,GUARDIAN_EXIT,-0.4449,-4.2094,10.0,,0.0,,
7015,7017,SHORT,11734.22995,11839.72938675929,11601.453242641292,11833.812480519033,1.33,LOSS,-0.4895,-4.6989,10.0,,0.0,,
7029,7033,SHORT,11944.68467,12083.964993801688,11765.0,12077.926030786295,1.35,LOSS,-0.623,-5.322,10.0,,0.0,,
7039,7042,SHORT,12142.98547,12347.696821324507,11886.95,12341.52605829536,1.29,LOSS,-0.8829,-6.2049,10.0,,0.0,,
7163,7166,SHORT,13131.970730000001,12984.899205,12930.0,13240.355364380079,1.86,GUARDIAN_MOMENTUM_EXIT,0.52,-5.6849,10.0,,0.0,,
7164,7166,SHORT,13197.45797,12984.899205,12930.0,13315.387319796067,2.27,GUARDIAN_MOMENTUM_EXIT,0.7653,-4.9196,10.0,,0.0,,
7165,7166,SHORT,13160.586415000002,12984.899205,12930.0,13282.591851489926,1.89,GUARDIAN_MOMENTUM_EXIT,0.6275,-4.2921,10.0,,0.0,,
7313,7327,SHORT,13784.994055000001,13453.373324999999,13626.9020925107,13903.563026866977,1.33,GUARDIAN_MOMENTUM_EXIT,1.1628,-3.1293,10.0,,0.0,,
7314,7317,SHORT,13782.985059999999,13706.459805,13633.134692509271,13897.462591872682,1.31,GUARDIAN_EXIT,0.2376,-2.8917,10.0,,0.0,,
7419,7455,SHORT,15540.725750000001,15548.496112875,14978.567735554268,16100.539503611433,1.0,TIMEOUT,0.169,-2.7226,10.0,7424.0,0.2115,15410.711505,0.5
7420,7425,SHORT,15621.065560000001,15592.122164999999,14992.12,16096.295569796575,1.32,GUARDIAN_EXIT,0.0526,-2.67,10.0,,0.0,,
7499,7501,SHORT,15557.487365,15108.5505,15138.29452731948,15871.881993260391,1.33,GUARDIAN_MOMENTUM_EXIT,1.4028,-1.2672,10.0,,0.0,,
7645,7648,SHORT,16040.965505,15896.034044999999,15803.21098257574,16239.438630606066,1.2,GUARDIAN_EXIT,0.4118,-0.8554,10.0,,0.0,,
7701,7706,SHORT,17587.98161,17982.848977078727,17127.813425777204,17973.8620460557,1.19,LOSS,-1.1625,-2.018,10.0,,0.0,,
7715,7718,SHORT,18015.017985,17882.81694,17214.45,18647.141484776803,1.27,GUARDIAN_EXIT,0.3269,-1.691,10.0,,0.0,,
7836,7838,SHORT,18584.972865,18270.99093,18184.64369087238,18885.219745595714,1.33,GUARDIAN_EXIT,0.8047,-0.8863,10.0,,0.0,,
7946,7956,SHORT,16981.774865000003,17353.494336064592,16545.28716459184,17344.821925102042,1.2,LOSS,-1.1345,-2.0208,10.0,,0.0,,
8008,8013,SHORT,19166.19211,19705.717934999997,18453.167062876677,20041.416261780832,0.81,GUARDIAN_EXIT,-1.4475,-3.4683,10.0,,0.0,,
8009,8013,SHORT,19250.350010000002,19705.717934999997,18561.72830249312,20035.31542687672,0.88,GUARDIAN_EXIT,-1.2228,-4.691,10.0,,0.0,,
8085,8089,SHORT,19412.18905,19172.201309999997,19101.239011500606,19675.73750962485,1.18,GUARDIAN_EXIT,0.5781,-4.1129,10.0,,0.0,,
8095,8096,SHORT,19344.552885,18987.839174999997,19052.675605058936,19599.969319985266,1.14,GUARDIAN_MOMENTUM_EXIT,0.882,-3.2309,10.0,,0.0,,
8141,8143,SHORT,19221.374505000003,19051.74111,18977.16,19394.464879817086,1.41,GUARDIAN_MOMENTUM_EXIT,0.4013,-2.8296,10.0,,0.0,,
8152,8155,SHORT,19095.657395000002,19247.69904,18841.51220251941,19314.536298120147,1.16,GUARDIAN_EXIT,-0.4381,-3.2677,10.0,,0.0,,
8162,8176,SHORT,19276.327015000003,18949.16985,19010.54223741851,19487.356194395372,1.26,GUARDIAN_MOMENTUM_EXIT,0.8086,-2.4591,10.0,,0.0,,
8214,8249,LONG,17964.757889999997,17955.775511055,18453.020288653173,17598.561091010117,1.33,GUARDIAN_MOMENTUM_PARTIAL,0.2699,-2.1893,10.0,8224.0,0.3124,18187.3018,0.5
8234,8240,SHORT,18408.940925000003,18154.0725,18100.162556497697,18716.764592125575,1.0,GUARDIAN_MOMENTUM_EXIT,0.6522,-1.537,10.0,,0.0,,
8303,8308,SHORT,18785.912345,18983.416965,18362.42,19016.25660941553,1.84,GUARDIAN_EXIT,-0.5657,-2.1027,10.0,,0.0,,
8304,8308,SHORT,18803.203695,18983.416965,18362.42,19012.575728160125,2.11,GUARDIAN_EXIT,-0.5192,-2.6219,10.0,,0.0,,
8309,8333,SHORT,19238.05616,19165.3779,18711.12,19464.142997514107,2.33,GUARDIAN_EXIT,0.1489,-2.473,10.0,,0.0,,
8520,8527,LONG,22762.335479999998,23475.456400000003,23453.089186267138,22244.270200299645,1.33,GUARDIAN_MOMENTUM_EXIT,1.5264,-0.9466,10.0,,0.0,,
8566,8572,LONG,23034.83166,23111.73835,23752.256182760237,22420.64386930994,1.17,GUARDIAN_EXIT,0.1269,-0.8196,10.0,,0.0,,
8567,8572,LONG,23061.504989999998,23111.73835,23742.5475763922,22429.73935340195,1.08,GUARDIAN_EXIT,0.0689,-0.7507,10.0,,0.0,,
8568,8604,LONG,22943.175854999998,22931.7042670725,23606.252763206576,22445.868173845065,1.33,TIMEOUT_MOMENTUM,0.1438,-0.607,10.0,8572.0,0.1863,23111.73835,0.5
8615,8623,SHORT,24818.24467,25206.08330211284,24317.922151555438,25193.48655883342,1.33,LOSS,-0.8214,-1.4283,10.0,,0.0,,
8667,8672,LONG,26733.94029,26902.86184,27542.256167716096,25898.921030570975,0.97,GUARDIAN_EXIT,0.2759,-1.1524,10.0,,0.0,,
8673,8705,SHORT,27052.90678,27709.590559164,26269.936028719632,27695.742687820093,1.22,LOSS,-0.4979,-1.6503,10.0,8679.0,0.139,26905.135845,0.5
8674,8678,SHORT,27127.38952,26640.61365,26391.34820222368,27684.01032944408,1.32,GUARDIAN_EXIT,0.8572,-0.7931,10.0,,0.0,,
8720,8724,SHORT,28139.68312,28796.804511329545,27320.0,28782.413304677208,1.28,LOSS,-1.2076,-2.0007,10.0,,0.0,,
8721,8724,SHORT,28139.703110000002,28793.361683485604,27320.0,28778.972197386913,1.28,LOSS,-1.2015,-3.2021,10.0,,0.0,,
8745,8749,LONG,28394.790299999997,29112.136650000004,29301.768800215963,27623.25537494601,1.18,GUARDIAN_EXIT,1.2232,-1.9789,10.0,,0.0,,
8746,8754,LONG,28586.255985,29395.285005,29468.752018520503,27629.375991619872,0.92,GUARDIAN_MOMENTUM_EXIT,1.3751,-0.6039,10.0,,0.0,,
8822,8858,SHORT,33541.560829999995,33558.33161041499,32005.805494782708,34983.93883380432,1.06,TIMEOUT_MOMENTUM,0.2088,-0.3951,10.0,8826.0,0.2513,33207.63552,0.5
8859,8895,LONG,31361.442885,31345.7621635575,33069.11164804016,29473.08280923996,0.9,TIMEOUT_MOMENTUM,0.1257,-0.2694,10.0,8861.0,0.1682,31569.217495,0.5
8949,8951,SHORT,40186.336780000005,39004.35243,38311.126696597035,41592.744342552236,1.33,GUARDIAN_EXIT,1.4306,1.1612,10.0,,0.0,,
8966,8969,SHORT,40698.4406,40601.77074,39459.24361716504,41689.79924570874,1.25,GUARDIAN_EXIT,0.0788,1.24,10.0,,0.0,,
9091,9094,SHORT,39248.12612,37827.804449999996,37809.5879310918,40327.02976168115,1.33,GUARDIAN_MOMENTUM_EXIT,1.7694,3.0094,10.0,,0.0,,
9199,9201,SHORT,36973.833835000005,37819.183592986396,35913.78002995693,37800.283451260766,1.28,LOSS,-1.1832,1.8262,10.0,,0.0,,
9217,9219,LONG,35493.187724999996,34408.61566436436,36737.87341038524,34425.82857865369,1.17,LOSS,-1.5679,0.2584,10.0,,0.0,,
9289,9292,SHORT,32926.76838,31661.312745,31660.86281021252,34143.00639244687,1.04,GUARDIAN_MOMENTUM_EXIT,1.8816,2.14,10.0,,0.0,,
9297,9324,LONG,32137.90092,31065.153164687792,33375.766874225956,31080.69351144351,1.17,LOSS,-0.4913,1.6487,10.0,9313.0,0.3732,32614.16476,0.5
9346,9350,SHORT,33767.467820000005,32734.43904,32562.137003013606,35176.3327042466,0.86,GUARDIAN_MOMENTUM_EXIT,1.4896,3.1383,10.0,,0.0,,
9394,9430,LONG,30529.597169999997,30514.332371415,32004.773253788386,28872.925979052903,0.89,TIMEOUT_MOMENTUM,0.2983,3.4366,10.0,9398.0,0.3408,30942.521,0.5
9517,9529,SHORT,33814.634225,34681.201935,32817.00361479765,34709.40765255059,1.11,GUARDIAN_EXIT,-1.3214,2.1153,10.0,,0.0,,
9544,9545,SHORT,35448.50688,36222.35163203808,34556.85,36204.24950728444,1.18,LOSS,-1.1315,0.9838,10.0,,0.0,,
9581,9616,SHORT,37599.880655,37618.680595327496,36249.0600488387,39045.975151540326,0.93,GUARDIAN_MOMENTUM_PARTIAL,0.3933,1.3771,10.0,9585.0,0.4358,36947.82468,0.5
9593,9629,LONG,37011.746625,36993.2407516875,38150.66308195917,36115.06088576021,1.27,TIMEOUT_MOMENTUM,0.1092,1.4862,10.0,9602.0,0.1517,37232.444465,0.5
9595,9631,LONG,36976.759139999995,36958.270760429994,38112.92305656043,36115.74902085989,1.32,TIMEOUT_MOMENTUM,0.133,1.6192,10.0,9602.0,0.1755,37232.444465,0.5
9654,9656,LONG,38648.57463,37597.25850676752,39876.30846984985,37616.06654003754,1.19,LOSS,-1.4001,0.2191,10.0,,0.0,,
9660,9696,LONG,38069.025,38049.99048750001,39281.23376780263,37047.94780804934,1.19,TIMEOUT_MOMENTUM,0.2448,0.4639,10.0,9666.0,0.2873,38502.45914,0.5
9707,9743,SHORT,46989.263614999996,47012.75824680749,44864.54308119684,48582.80401535237,1.33,TIMEOUT_MOMENTUM,0.1984,0.6623,10.0,9713.0,0.2409,46540.89882,0.5
9828,9833,SHORT,48905.03525,48035.445719999996,47777.298356243096,49989.364223439225,1.04,GUARDIAN_MOMENTUM_EXIT,0.8491,1.5114,10.0,,0.0,,
9868,9887,SHORT,49625.184995,50879.02132828225,47987.30561364435,50853.594531016744,1.33,LOSS,-0.5025,1.0089,10.0,9870.0,0.1592,49314.0447,0.5
9964,10000,SHORT,57263.274040000004,57291.905677020004,55030.0,58378.975150147526,2.0,TIMEOUT_MOMENTUM,0.1846,1.1935,10.0,9968.0,0.2271,56748.52008,0.5
9971,9994,SHORT,56946.63244000001,58092.72417800241,55493.70311265401,58063.6923318365,1.3,LOSS,0.1253,1.3188,10.0,9974.0,0.6585,55451.701995,0.5
9972,9994,SHORT,56691.16024,58076.78456793542,55301.95748963347,58047.76068759163,1.02,LOSS,-0.2762,1.0426,10.0,9975.0,0.3648,55869.110595,0.5
10138,10142,SHORT,47112.731850000004,45851.344215,45641.03009699381,48216.50816475465,1.33,GUARDIAN_EXIT,1.2987,2.3413,10.0,,0.0,,
10153,10159,LONG,45090.143805,43244.13462121477,46981.673785131024,43265.76750496725,1.04,LOSS,-2.087,0.2542,10.0,,0.0,,
10196,10224,SHORT,49134.580420000006,50603.03825709021,47623.58289040398,50577.74938239901,1.05,LOSS,-0.6465,-0.3922,10.0,10200.0,0.1307,48882.50904,0.5
10200,10208,SHORT,48833.650960000006,47543.770005,47373.09553950041,50565.1388551249,0.84,GUARDIAN_MOMENTUM_EXIT,1.2807,0.8885,10.0,,0.0,,
10201,10208,SHORT,49119.65788500001,47543.770005,47745.18718723369,50543.61767444158,0.97,GUARDIAN_MOMENTUM_EXIT,1.5641,2.4526,10.0,,0.0,,
10202,10208,SHORT,48696.729455,47543.770005,47315.1348502692,49747.4686511827,1.31,GUARDIAN_MOMENTUM_EXIT,1.1438,3.5964,10.0,,0.0,,
10252,10254,LONG,49380.51791999999,49397.818735,51119.00440893554,48076.65305329832,1.33,GUARDIAN_EXIT,-0.0225,3.5739,10.0,,0.0,,
10254,10258,LONG,49447.241265,47999.67390002818,51345.315294467146,48023.68574289963,1.33,LOSS,-1.5037,2.0702,10.0,,0.0,,
10255,10258,LONG,49437.3063,47982.88673575593,51344.52779220486,48006.89018084635,1.33,LOSS,-1.511,0.5592,10.0,,0.0,,
10269,10305,LONG,47176.70656499999,47153.1182117175,48826.02596790161,45887.67014927459,1.28,TIMEOUT_MOMENTUM,0.3135,0.8727,10.0,10279.0,0.356,47843.516275,0.5
10444,10446,LONG,55717.834995,56928.471525,57430.0,54460.9118600145,1.36,GUARDIAN_EXIT,1.0464,1.9191,10.0,,0.0,,
10531,10567,LONG,54445.399095,54418.1763954525,56940.0,52795.47483424175,1.51,TIMEOUT_MOMENTUM,0.4185,2.3377,10.0,10538.0,0.461,55443.474395,0.5
10659,10671,LONG,56219.735819999994,56562.464620000006,57797.45,55109.466399318764,1.42,GUARDIAN_MOMENTUM_EXIT,0.2648,2.6025,10.0,,0.0,,
10703,10739,LONG,54336.39461999999,54309.22642268999,56015.397365575904,53077.14256081806,1.33,TIMEOUT_MOMENTUM,0.2567,2.8592,10.0,10714.0,0.2992,54980.95577,0.5
10759,10795,LONG,51332.603474999996,51306.9371732625,53404.6558951718,49778.564159871145,1.33,TIMEOUT_MOMENTUM,0.2632,3.1224,10.0,10763.0,0.3057,51954.759625,0.5
10760,10796,LONG,51646.410299999996,51620.58709485,53631.17039748223,49931.36997562944,1.16,TIMEOUT_MOMENTUM,0.1093,3.2317,10.0,10763.0,0.1518,51954.759625,0.5
10816,10833,SHORT,56040.655655,55219.67604,54887.0350008163,56988.765163545926,1.22,GUARDIAN_EXIT,0.6925,3.9242,10.0,,0.0,,
10946,10955,SHORT,59513.008610000004,58699.97532,58455.1,60194.71664483584,1.55,GUARDIAN_EXIT,0.6431,4.5673,10.0,,0.0,,
10947,10955,SHORT,59461.554350000006,58699.97532,58455.1,60194.76975885773,1.37,GUARDIAN_EXIT,0.6004,5.1677,10.0,,0.0,,
10972,10974,SHORT,59385.0926,58859.404995,58621.41945592035,59982.638286019916,1.28,GUARDIAN_EXIT,0.4026,5.5703,10.0,,0.0,,
11120,11130,SHORT,58375.87746,59128.487243410964,57559.726361905196,59098.93777452371,1.13,LOSS,-0.6846,4.8856,10.0,,0.0,,
