bar_in,bar_out,direction,entry,exit,tp,sl,rr,outcome,net_pnl,equity,modal_used,partial_bar,partial_pnl,partial_price,partial_ratio
5803,5806,SHORT,11632.290945,11715.211683942232,11534.862923241944,11709.357005439513,1.26,LOSS,-0.3964,9.6036,10.0,,0.0,,
5910,5912,SHORT,10290.442205000001,10533.77291483367,9973.02026432878,10528.508660503418,1.33,LOSS,-1.2223,8.3813,10.0,,0.0,,
5948,5952,LONG,10086.990975,10114.280330000001,10521.658596393554,9716.333094651613,1.17,GUARDIAN_EXIT,0.0953,8.4765,10.0,,0.0,,
6020,6021,LONG,10032.483734999998,9857.245407947705,10259.560053405594,9862.176496195802,1.33,LOSS,-0.9134,7.5632,10.0,,0.0,,
6025,6030,LONG,9999.527265,10184.905,10247.00482758735,9788.130609353162,1.17,GUARDIAN_EXIT,0.8869,8.4501,10.0,,0.0,,
6026,6038,LONG,10031.69334,10240.986945,10260.12589424237,9792.891861439408,0.96,GUARDIAN_MOMENTUM_EXIT,1.0032,9.4533,10.0,,0.0,,
6084,6094,LONG,10267.541205,10382.696055,10380.929596642634,10171.652902089341,1.18,GUARDIAN_MOMENTUM_EXIT,0.5208,9.974,10.0,,0.0,,
6126,6129,SHORT,10536.998865000001,10457.596185,10400.04,10605.041597927748,2.01,GUARDIAN_EXIT,0.3368,10.3108,10.0,,0.0,,
6127,6129,SHORT,10534.150290000001,10457.596185,10400.04,10602.038122845794,1.98,GUARDIAN_EXIT,0.3234,10.6342,10.0,,0.0,,
6128,6130,SHORT,10498.757995,10330.052445,10400.04,10604.359039799689,0.93,GUARDIAN_MOMENTUM_EXIT,0.7635,11.3976,10.0,,0.0,,
6283,6288,SHORT,11081.766345,10945.099814999998,10887.37,11208.534004983932,1.53,GUARDIAN_EXIT,0.5766,11.9743,10.0,,0.0,,
6641,6642,SHORT,10624.685000000001,10675.564232401603,10563.959509543094,10670.229117842682,1.33,LOSS,-0.2794,11.6948,10.0,,0.0,,
6642,6647,SHORT,10667.92337,10726.131324266387,10575.0,10720.77093879699,1.76,LOSS,-0.3128,11.382,10.0,,0.0,,
6761,6769,SHORT,11041.496490000001,11134.922274649574,10864.05,11129.357595851649,2.02,LOSS,-0.4631,10.9189,10.0,,0.0,,
6776,6801,SHORT,11311.611365,11402.71851,11050.51,11528.794412623643,1.2,GUARDIAN_EXIT,-0.4427,10.4762,10.0,,0.0,,
6777,6801,SHORT,11308.44295,11402.71851,11050.51,11465.40849094049,1.64,GUARDIAN_EXIT,-0.4568,10.0194,10.0,,0.0,,
6787,6805,SHORT,11357.308505,11446.9049651663,11247.211013080754,11441.184372979811,1.31,LOSS,-0.4344,9.5849,10.0,,0.0,,
6788,6790,SHORT,11363.085615000002,11298.86661,11252.065122003321,11446.350984747512,1.33,GUARDIAN_EXIT,0.2426,9.8275,10.0,,0.0,,
6970,6975,SHORT,11414.909690000002,11461.557915,11346.62143440613,11495.032063898467,0.85,GUARDIAN_EXIT,-0.2443,9.5832,10.0,,0.0,,
6971,6974,SHORT,11411.991150000002,11452.403339999999,11346.445328485313,11494.34645537867,0.8,GUARDIAN_EXIT,-0.2171,9.3661,10.0,,0.0,,
6982,6986,SHORT,11497.38843,11422.418354999998,11413.96,11548.854971100951,1.62,GUARDIAN_MOMENTUM_EXIT,0.286,9.6522,10.0,,0.0,,
6983,6986,SHORT,11463.60533,11422.418354999998,11380.140882505568,11526.203665620824,1.33,GUARDIAN_EXIT,0.1396,9.7918,10.0,,0.0,,
6984,6986,SHORT,11455.80923,11422.418354999998,11378.681375504826,11513.655120871383,1.33,GUARDIAN_EXIT,0.1057,9.8975,10.0,,0.0,,
7002,7012,SHORT,11684.145005,11761.407765,11472.46,11858.304502828947,1.22,GUARDIAN_EXIT,-0.3706,9.5269,10.0,,0.0,,
7164,7166,SHORT,13197.45797,12984.899205,12930.0,13315.387319796067,2.27,GUARDIAN_MOMENTUM_EXIT,0.7653,10.2922,10.0,,0.0,,
7499,7501,SHORT,15557.487365,15108.5505,15138.29452731948,15871.881993260391,1.33,GUARDIAN_MOMENTUM_EXIT,1.4028,11.695,10.0,,0.0,,
8214,8249,LONG,17964.757889999997,17955.775511055,18453.020288653173,17598.561091010117,1.33,GUARDIAN_MOMENTUM_PARTIAL,0.2699,11.9649,10.0,8224.0,0.3124,18187.3018,0.5
8520,8527,LONG,22762.335479999998,23475.456400000003,23453.089186267138,22244.270200299645,1.33,GUARDIAN_MOMENTUM_EXIT,1.5264,13.4914,10.0,,0.0,,
8566,8572,LONG,23034.83166,23111.73835,23752.256182760237,22420.64386930994,1.17,GUARDIAN_EXIT,0.1269,13.6183,10.0,,0.0,,
8567,8572,LONG,23061.504989999998,23111.73835,23742.5475763922,22429.73935340195,1.08,GUARDIAN_EXIT,0.0689,13.6872,10.0,,0.0,,
8568,8604,LONG,22943.175854999998,22931.7042670725,23606.252763206576,22445.868173845065,1.33,TIMEOUT_MOMENTUM,0.1438,13.831,10.0,8572.0,0.1863,23111.73835,0.5
8667,8672,LONG,26733.94029,26902.86184,27542.256167716096,25898.921030570975,0.97,GUARDIAN_EXIT,0.2759,14.1069,10.0,,0.0,,
8745,8749,LONG,28394.790299999997,29112.136650000004,29301.768800215963,27623.25537494601,1.18,GUARDIAN_EXIT,1.2232,15.3301,10.0,,0.0,,
8746,8754,LONG,28586.255985,29395.285005,29468.752018520503,27629.375991619872,0.92,GUARDIAN_MOMENTUM_EXIT,1.3751,16.7051,10.0,,0.0,,
8859,8895,LONG,31361.442885,31345.7621635575,33069.11164804016,29473.08280923996,0.9,TIMEOUT_MOMENTUM,0.1257,16.8309,10.0,8861.0,0.1682,31569.217495,0.5
8966,8969,SHORT,40698.4406,40601.77074,39459.24361716504,41689.79924570874,1.25,GUARDIAN_EXIT,0.0788,16.9096,10.0,,0.0,,
9217,9219,LONG,35493.187724999996,34408.61566436436,36737.87341038524,34425.82857865369,1.17,LOSS,-1.5679,15.3418,10.0,,0.0,,
9297,9324,LONG,32137.90092,31065.153164687792,33375.766874225956,31080.69351144351,1.17,LOSS,-0.4913,14.8504,10.0,9313.0,0.3732,32614.16476,0.5
9346,9350,SHORT,33767.467820000005,32734.43904,32562.137003013606,35176.3327042466,0.86,GUARDIAN_MOMENTUM_EXIT,1.4896,16.3401,10.0,,0.0,,
9394,9430,LONG,30529.597169999997,30514.332371415,32004.773253788386,28872.925979052903,0.89,TIMEOUT_MOMENTUM,0.2983,16.6384,10.0,9398.0,0.3408,30942.521,0.5
9517,9529,SHORT,33814.634225,34681.201935,32817.00361479765,34709.40765255059,1.11,GUARDIAN_EXIT,-1.3214,15.317,10.0,,0.0,,
9593,9629,LONG,37011.746625,36993.2407516875,38150.66308195917,36115.06088576021,1.27,TIMEOUT_MOMENTUM,0.1092,15.4262,10.0,9602.0,0.1517,37232.444465,0.5
9595,9631,LONG,36976.759139999995,36958.270760429994,38112.92305656043,36115.74902085989,1.32,TIMEOUT_MOMENTUM,0.133,15.5591,10.0,9602.0,0.1755,37232.444465,0.5
9654,9656,LONG,38648.57463,37597.25850676752,39876.30846984985,37616.06654003754,1.19,LOSS,-1.4001,14.159,10.0,,0.0,,
9660,9696,LONG,38069.025,38049.99048750001,39281.23376780263,37047.94780804934,1.19,TIMEOUT_MOMENTUM,0.2448,14.4038,10.0,9666.0,0.2873,38502.45914,0.5
10153,10159,LONG,45090.143805,43244.13462121477,46981.673785131024,43265.76750496725,1.04,LOSS,-2.087,12.3168,10.0,,0.0,,
10201,10208,SHORT,49119.65788500001,47543.770005,47745.18718723369,50543.61767444158,0.97,GUARDIAN_MOMENTUM_EXIT,1.5641,13.8809,10.0,,0.0,,
10252,10254,LONG,49380.51791999999,49397.818735,51119.00440893554,48076.65305329832,1.33,GUARDIAN_EXIT,-0.0225,13.8585,10.0,,0.0,,
10254,10258,LONG,49447.241265,47999.67390002818,51345.315294467146,48023.68574289963,1.33,LOSS,-1.5037,12.3547,10.0,,0.0,,
10255,10258,LONG,49437.3063,47982.88673575593,51344.52779220486,48006.89018084635,1.33,LOSS,-1.511,10.8437,10.0,,0.0,,
10269,10305,LONG,47176.70656499999,47153.1182117175,48826.02596790161,45887.67014927459,1.28,TIMEOUT_MOMENTUM,0.3135,11.1573,10.0,10279.0,0.356,47843.516275,0.5
10444,10446,LONG,55717.834995,56928.471525,57430.0,54460.9118600145,1.36,GUARDIAN_EXIT,1.0464,12.2037,10.0,,0.0,,
10531,10567,LONG,54445.399095,54418.1763954525,56940.0,52795.47483424175,1.51,TIMEOUT_MOMENTUM,0.4185,12.6222,10.0,10538.0,0.461,55443.474395,0.5
10703,10739,LONG,54336.39461999999,54309.22642268999,56015.397365575904,53077.14256081806,1.33,TIMEOUT_MOMENTUM,0.2567,12.8789,10.0,10714.0,0.2992,54980.95577,0.5
10759,10795,LONG,51332.603474999996,51306.9371732625,53404.6558951718,49778.564159871145,1.33,TIMEOUT_MOMENTUM,0.2632,13.1421,10.0,10763.0,0.3057,51954.759625,0.5
10760,10796,LONG,51646.410299999996,51620.58709485,53631.17039748223,49931.36997562944,1.16,TIMEOUT_MOMENTUM,0.1093,13.2514,10.0,10763.0,0.1518,51954.759625,0.5
11466,11471,SHORT,50430.861955,49015.865685,48904.47191565673,51682.937509835814,1.22,GUARDIAN_EXIT,1.3629,14.6143,10.0,,0.0,,
11647,11653,LONG,57480.30579,56721.52188538699,58305.278454784435,56749.89683380389,1.13,LOSS,-0.7,13.9143,10.0,,0.0,,
11665,11674,LONG,56623.497599999995,57379.156070000005,57685.74767480146,55769.68748129963,1.24,GUARDIAN_EXIT,0.6273,14.5416,10.0,,0.0,,
11666,11674,LONG,56586.0789,57379.156070000005,57629.204964827935,55774.46848379302,1.29,GUARDIAN_EXIT,0.6608,15.2023,10.0,,0.0,,
11673,11674,LONG,56606.499104999995,57379.156070000005,57485.76956526944,55947.04625979791,1.33,GUARDIAN_MOMENTUM_EXIT,0.6425,15.8448,10.0,,0.0,,
11818,11829,LONG,58556.263499999994,57878.536255,59805.702058791445,57248.27036030214,0.96,GUARDIAN_EXIT,-0.6187,15.2261,10.0,,0.0,,
11820,11825,LONG,58634.3025,57936.607205,59956.90248415891,57229.98000396027,0.94,GUARDIAN_EXIT,-0.635,14.5912,10.0,,0.0,,
11821,11825,LONG,58662.09639,57936.607205,60030.76037627106,57218.46400343223,0.95,GUARDIAN_EXIT,-0.6584,13.9328,10.0,,0.0,,
11826,11830,LONG,58188.6798,57128.472057627514,59564.1854227747,57157.05058291897,1.33,LOSS,-0.951,12.9818,10.0,,0.0,,
11828,11830,LONG,57984.01752,56936.91225502734,59342.18094332856,56965.394952503586,1.33,LOSS,-0.9429,12.0389,10.0,,0.0,,
11837,11842,LONG,57295.603485,58829.1707,58516.26304429616,55930.495110175965,0.89,GUARDIAN_MOMENTUM_EXIT,1.2983,13.3372,10.0,,0.0,,
11931,11933,LONG,48489.342554999996,48544.565575,51107.9951517684,46525.353107423696,1.33,GUARDIAN_EXIT,0.0169,13.3541,10.0,,0.0,,
11942,11951,LONG,49223.459429999995,50911.71141,51125.41584283018,47796.992120377356,1.33,GUARDIAN_EXIT,1.6749,15.029,10.0,,0.0,,
11964,12000,SHORT,50059.79758,50084.82747878999,48516.69921754174,51708.18459061457,0.94,TIMEOUT_MOMENTUM,0.1439,15.1729,10.0,11967.0,0.1864,49691.29323,0.5
12020,12056,LONG,44561.269499999995,44538.988865249994,47078.99465263104,41567.53871184224,0.84,TIMEOUT,0.1483,15.3212,10.0,12022.0,0.1908,44896.68043,0.5
12119,12120,SHORT,41091.473985000004,37856.18863499999,38924.95196219265,42741.63050570184,1.31,GUARDIAN_MOMENTUM_EXIT,3.8967,19.2179,10.0,,0.0,,
12221,12257,LONG,37311.336345,37292.680676827506,39039.20705789136,35987.65232177716,1.31,TIMEOUT_MOMENTUM,0.4756,19.6935,10.0,12226.0,0.5181,38080.480235,0.5
12302,12311,LONG,35720.49132,34274.36497535962,37290.448397100095,34291.51073072498,1.1,LOSS,-0.4905,19.203,10.0,12304.0,0.5516,36504.65854,0.5
12564,12567,SHORT,32854.334615,33519.321285,31560.082401116324,34165.54305347092,0.99,GUARDIAN_EXIT,-1.052,18.151,10.0,,0.0,,
12611,12616,LONG,36311.676765,36491.075335,37638.590520209626,35316.49144859277,1.33,GUARDIAN_EXIT,0.207,18.358,10.0,,0.0,,
12699,12735,SHORT,40197.281305000004,40217.3799456525,38820.0,41359.765913265,1.18,TIMEOUT,0.1815,18.5395,10.0,12702.0,0.224,39840.880485,0.5
12724,12759,SHORT,40578.270715,40598.559850357495,39551.44287701823,41348.391593486325,1.33,GUARDIAN_MOMENTUM_PARTIAL,0.2259,18.7654,10.0,12728.0,0.2684,40146.52323,0.5
12842,12846,LONG,34595.27899499999,35804.458815000005,35693.88,33084.92253263735,0.73,GUARDIAN_MOMENTUM_EXIT,1.7076,20.473,10.0,,0.0,,
13034,13049,SHORT,34624.299190000005,35442.83038178614,33612.66789850119,35425.1178228747,1.26,LOSS,-0.4992,19.9738,10.0,13037.0,0.1218,34458.990885,0.5
13222,13258,SHORT,34370.356225,34387.541403112504,33399.27924838535,35361.64924415366,0.98,TIMEOUT,0.1706,20.1444,10.0,13226.0,0.2131,34080.661815,0.5
13291,13295,SHORT,32897.96279,33488.10857081428,32252.471252511616,33471.3728843721,1.13,LOSS,-0.9369,19.2074,10.0,,0.0,,
13658,13689,SHORT,34406.268260000004,34851.71996341893,33542.4,34834.302812012924,2.02,LOSS,-0.1387,19.0687,10.0,13663.0,0.215,34113.70833,0.5
13701,13707,SHORT,38454.373195,39243.181785,37144.839899213206,39592.5533239467,1.15,GUARDIAN_EXIT,-1.0656,18.0031,10.0,,0.0,,
13954,13990,LONG,40082.020995,40061.979984502505,41392.392277296814,38409.717179425796,0.78,TIMEOUT_MOMENTUM,0.109,18.1121,10.0,13956.0,0.1515,40320.78952,0.5
13994,14001,LONG,43726.862505,44550.253730000004,45046.736937623566,42710.03139184411,1.3,GUARDIAN_EXIT,0.9015,19.0136,10.0,,0.0,,
14059,14062,SHORT,45947.484765,45937.307174999994,44900.0,46954.959699779516,1.04,GUARDIAN_EXIT,-0.0289,18.9847,10.0,,0.0,,
14108,14109,LONG,45367.6725,44582.1609144458,46283.41991592481,44604.4631460188,1.2,LOSS,-0.9057,18.079,10.0,,0.0,,
14117,14120,LONG,44393.505659999995,43932.612705,45277.34605747297,43549.03990063175,1.05,GUARDIAN_EXIT,-0.5591,17.5199,10.0,,0.0,,
14152,14173,LONG,46331.304075,45520.22570146359,47834.12,45542.99720006362,1.91,LOSS,-0.3216,17.1983,10.0,14162.0,0.1461,46597.239725,0.5
14219,14223,LONG,46064.830904999995,46820.108235,46953.82134960949,45017.202388847625,0.85,GUARDIAN_EXIT,0.7798,17.9781,10.0,,0.0,,
14271,14273,SHORT,44734.42160000001,44237.357625,43839.6626488483,45458.249737787926,1.24,GUARDIAN_EXIT,0.5156,18.4937,10.0,,0.0,,
14703,14705,SHORT,51788.61274,51426.37033499999,51240.81501393724,52199.461034547065,1.33,GUARDIAN_EXIT,0.3097,18.8034,10.0,,0.0,,
14942,14947,SHORT,48059.14840500001,47478.277275,47337.58,48737.126487912195,1.06,GUARDIAN_EXIT,0.5643,19.3677,10.0,,0.0,,
14956,14976,LONG,47662.23920999999,46966.13128067653,48549.13483510644,46989.62609372339,1.32,LOSS,-0.7703,18.5975,10.0,,0.0,,
15045,15049,SHORT,43822.95756,43872.175124999994,42255.442045803036,45686.87887854924,0.84,GUARDIAN_EXIT,-0.0962,18.5013,10.0,,0.0,,
15211,15214,LONG,43530.23424,43044.62692,44416.3157094012,42711.4796326497,1.08,GUARDIAN_EXIT,-0.5978,17.9035,10.0,,0.0,,
15333,15335,SHORT,47856.050005,48264.109995,47204.6981850189,48499.42795499527,1.01,GUARDIAN_EXIT,-0.4663,17.4372,10.0,,0.0,,
15338,15340,SHORT,48025.31533,47295.69602999999,47417.25835354404,48488.60424411399,1.31,GUARDIAN_MOMENTUM_EXIT,0.7196,18.1568,10.0,,0.0,,
15357,15361,SHORT,48885.78488,47782.089105,47600.0,49483.17496137164,2.15,GUARDIAN_EXIT,1.0889,19.2457,10.0,,0.0,,
15417,15420,SHORT,51486.613815000004,50718.856755,50557.69949729319,52183.299553280114,1.33,GUARDIAN_MOMENTUM_EXIT,0.7056,19.9513,10.0,,0.0,,
15500,15509,LONG,54828.56058,54355.63858500001,55688.16990760509,54183.85358429618,1.33,GUARDIAN_EXIT,-0.4713,19.48,10.0,,0.0,,
15520,15555,LONG,54969.200865,54941.716264567505,56074.43,53820.31149347541,0.96,GUARDIAN_MOMENTUM_PARTIAL,0.157,19.637,10.0,15528.0,0.1995,55402.0851,0.5
15521,15528,LONG,55256.204294999996,55402.085100000004,56338.43111761856,53809.44329434536,0.75,GUARDIAN_MOMENTUM_EXIT,0.092,19.729,10.0,,0.0,,
15522,15528,LONG,55149.69106499999,55402.085100000004,56181.079644602745,53822.15285509931,0.78,GUARDIAN_MOMENTUM_EXIT,0.1888,19.9178,10.0,,0.0,,
15528,15532,SHORT,55402.085100000004,55187.509965,54249.06761186711,56266.84821609968,1.33,GUARDIAN_EXIT,0.1537,20.0715,10.0,,0.0,,
15533,15535,LONG,55361.687009999994,56478.836455,56604.62836880339,54327.26466029915,1.2,GUARDIAN_MOMENTUM_EXIT,0.969,21.0404,10.0,,0.0,,
15629,15630,LONG,57287.24931,59057.366545000004,58337.219113541665,56499.77195734375,1.33,GUARDIAN_MOMENTUM_EXIT,1.5049,22.5454,10.0,,0.0,,
15671,15696,LONG,60864.75716999999,60013.7086414622,61959.459387712566,60043.730506715554,1.33,LOSS,-0.7391,21.8062,10.0,,0.0,,
15737,15738,SHORT,62573.107795,62562.485609999996,61340.64062319,63497.45817385751,1.33,GUARDIAN_MOMENTUM_EXIT,-0.0315,21.7747,10.0,,0.0,,
15968,15980,SHORT,61485.97163500001,62910.22424516154,59966.832224059304,62878.784852735174,1.09,LOSS,-0.4012,21.3735,10.0,15972.0,0.2079,60980.505015,0.5
16005,16012,LONG,61441.32531,62344.102355,62494.72353070705,60409.65044482324,1.02,GUARDIAN_EXIT,0.6947,22.0682,10.0,,0.0,,
16172,16177,LONG,60655.37252999999,61355.56687,61520.20655805377,59833.79149298656,1.05,GUARDIAN_EXIT,0.5372,22.6054,10.0,,0.0,,
16216,16227,LONG,65827.47729,67492.067085,66844.05040501051,64796.62672124737,0.99,GUARDIAN_MOMENTUM_EXIT,1.2244,23.8297,10.0,,0.0,,
16227,16231,SHORT,67492.067085,68491.57394817314,65500.0,68457.34527553538,2.06,LOSS,-0.7805,23.0493,10.0,,0.0,,
16235,16266,SHORT,67818.63372,68855.61345786991,66630.82229423319,68821.2028564417,1.18,LOSS,-0.2491,22.8001,10.0,16248.0,0.1631,67382.664495,0.5
16251,16265,LONG,66981.13383,65858.98187865157,68303.02245970856,65891.92784257286,1.21,LOSS,-0.8777,21.9225,10.0,,0.0,,
16252,16257,LONG,67030.31841,66309.56863000001,68339.99255574742,65894.98146356315,1.15,GUARDIAN_EXIT,-0.5776,21.3449,10.0,,0.0,,
16368,16371,LONG,64253.890889999995,65486.34045,65196.89558619903,63340.51882595024,1.03,GUARDIAN_MOMENTUM_EXIT,0.919,22.2639,10.0,,0.0,,
16415,16417,SHORT,60174.367765,60483.716745,58562.08964914035,61830.069528964916,0.97,GUARDIAN_EXIT,-0.297,21.9669,10.0,,0.0,,
16419,16423,LONG,60088.899435,58640.507008383145,61830.57171760874,58669.841929347815,1.23,LOSS,-1.2452,20.7217,10.0,,0.0,,
16507,16510,SHORT,57559.575815000004,59091.64973207716,56651.02112403686,59062.11867274079,0.6,LOSS,-1.3709,19.3508,10.0,,0.0,,
16655,16668,SHORT,54299.596620000004,55255.339215519634,53062.09164287572,55227.72535284322,1.33,LOSS,-0.9201,18.4307,10.0,,0.0,,
17154,17190,LONG,45993.995505,45970.9985072475,47953.22,45228.53446140203,2.56,TIMEOUT,0.3669,18.7977,10.0,17159.0,0.4094,46742.27717,0.5
17400,17403,SHORT,51200.26706,50726.79072,50392.605513095834,52289.91538672604,0.74,GUARDIAN_EXIT,0.4224,19.22,10.0,,0.0,,
17440,17443,LONG,46847.642115,47935.380320000004,48092.1,46138.317052610895,1.75,GUARDIAN_EXIT,1.1209,20.341,10.0,,0.0,,
17455,17490,LONG,46527.252,46503.988374,47709.2,45642.27799456795,1.34,GUARDIAN_MOMENTUM_PARTIAL,0.2872,20.6281,10.0,17467.0,0.3297,47135.830295,0.5
17456,17492,LONG,46745.60111999999,46722.22831943999,47758.70407216443,45646.72426195889,0.92,TIMEOUT_MOMENTUM,0.1688,20.797,10.0,17467.0,0.2113,47135.830295,0.5
17457,17493,LONG,46783.009815,46759.6183100925,47723.43237354251,45664.89436036437,0.84,TIMEOUT_MOMENTUM,0.1486,20.9456,10.0,17467.0,0.1911,47135.830295,0.5
17459,17495,LONG,47004.20035499999,46980.6982548225,47841.731787860816,45690.617141784795,0.64,TIMEOUT_MOMENTUM,0.1163,21.0619,10.0,17465.0,0.1588,47297.829255,0.5
17643,17647,LONG,43103.851155,42531.82218348458,43791.81622359595,42553.09873285101,1.25,LOSS,-0.7035,20.3583,10.0,,0.0,,
17648,17659,LONG,41721.180165,40933.30364852398,43581.3,40953.78053879338,2.42,LOSS,-0.2919,20.0664,10.0,17652.0,0.2102,42067.565695,0.5
17662,17685,LONG,41728.493819999996,40821.69894,43180.33161209317,40247.04055197671,0.98,GUARDIAN_EXIT,-1.1265,18.9398,10.0,,0.0,,
17663,17685,LONG,41796.26768999999,40821.69894,43156.481776480745,40269.94647837981,0.89,GUARDIAN_EXIT,-1.2059,17.734,10.0,,0.0,,
17802,17803,SHORT,44132.44274,43221.6,43495.83847189673,44609.895941077455,1.33,GUARDIAN_MOMENTUM_EXIT,0.9919,18.7259,10.0,,0.0,,
17864,17887,LONG,43044.53150999999,42626.0763,43800.0,42432.00848811847,1.23,GUARDIAN_EXIT,-0.5261,18.1998,10.0,,0.0,,
17976,17977,SHORT,42702.348145,41346.70302,41900.05,43685.70488830658,0.82,GUARDIAN_MOMENTUM_EXIT,1.5473,19.7472,10.0,,0.0,,
17997,18001,LONG,38401.691249999996,37374.24795777731,39669.913530030775,37392.944429992305,1.26,LOSS,-1.3778,18.3694,10.0,,0.0,,
18031,18062,LONG,35068.525499999996,34117.947545284784,36192.26528875523,34135.015052811184,1.2,LOSS,-0.567,17.8024,10.0,18034.0,0.1406,35262.190085,0.5
18097,18103,LONG,36574.31802,37371.06512000001,37659.08353419612,35696.13862145097,1.24,GUARDIAN_EXIT,1.0492,18.8516,10.0,,0.0,,
18098,18104,LONG,36809.55558,37770.83513500001,37845.26702563664,35708.40213859084,0.94,GUARDIAN_MOMENTUM_EXIT,1.2657,20.1173,10.0,,0.0,,
18132,18148,SHORT,36431.775,37367.24676916809,35357.4850682935,37348.572482926626,1.17,LOSS,-0.5292,19.5881,10.0,18143.0,0.1427,36227.3046,0.5
18358,18382,SHORT,41663.048055,41529.794519999996,40828.09745836188,42289.26100247858,1.33,GUARDIAN_EXIT,0.1199,19.7081,10.0,,0.0,,
18360,18384,SHORT,41623.178,41590.77499499999,40843.01,42191.67576943947,1.37,GUARDIAN_EXIT,-0.0011,19.707,10.0,,0.0,,
18361,18378,SHORT,41606.656265000005,42163.68563901346,40843.01,42142.614331847544,1.42,LOSS,-0.7094,18.9976,10.0,,0.0,,
18362,18378,SHORT,41559.09006,42084.4547627935,40843.01,42063.42305126787,1.42,LOSS,-0.6721,18.3255,10.0,,0.0,,
18440,18475,LONG,43475.216745,43453.4791366275,44454.54370443967,42693.52826014008,1.25,GUARDIAN_MOMENTUM_PARTIAL,0.2141,18.5396,10.0,18449.0,0.2566,43916.900565,0.5
18461,18471,SHORT,44231.09339,45023.88370028936,43421.561354860125,45001.38300878497,1.05,LOSS,-0.2895,18.2501,10.0,18465.0,0.1886,43901.71989,0.5
18473,18476,LONG,43664.80149,45360.16857,44740.66472641853,42857.9040626861,1.33,GUARDIAN_MOMENTUM_EXIT,1.9013,20.1514,10.0,,0.0,,
18487,18502,LONG,43365.381855,42643.24771,44647.378587531755,42279.50081686706,1.18,GUARDIAN_EXIT,-0.8726,19.2788,10.0,,0.0,,
18533,18557,LONG,42254.88688499999,41649.594785,43079.49,41504.06936440873,1.1,GUARDIAN_EXIT,-0.7562,18.5226,10.0,,0.0,,
18672,18696,LONG,40045.802895,40041.83906500001,41035.24655370179,39202.639085324554,1.17,GUARDIAN_EXIT,-0.0449,18.4776,10.0,,0.0,,
18673,18698,LONG,39991.025519999996,39995.382305,40917.594024208214,39218.35787394794,1.2,GUARDIAN_EXIT,-0.0346,18.4431,10.0,,0.0,,
18733,18735,SHORT,38904.05824,37596.118665,38182.98,39661.6478196761,0.95,GUARDIAN_MOMENTUM_EXIT,1.641,20.0841,10.0,,0.0,,
18737,18742,LONG,37581.521369999995,37731.115005,39494.35,36871.34262939145,2.69,GUARDIAN_EXIT,0.159,20.2431,10.0,,0.0,,
18788,18790,SHORT,38618.92088,37799.6904,37914.61114965147,39426.00743258713,0.87,GUARDIAN_MOMENTUM_EXIT,1.0207,21.2638,10.0,,0.0,,
18824,18860,LONG,38741.200919999996,38721.83031954,40051.96048636282,36958.33010840929,0.74,TIMEOUT_MOMENTUM,0.1206,21.3844,10.0,18834.0,0.1631,38990.01524,0.5
18825,18832,LONG,38472.60668999999,39342.368975000005,39843.0,36970.00942728805,0.91,GUARDIAN_EXIT,1.0904,22.4748,10.0,,0.0,,
18841,18870,LONG,38981.75113499999,38185.19248479001,40018.35980552523,38204.29463210606,1.33,LOSS,-0.3986,22.0762,10.0,18843.0,0.1423,39199.560415,0.5
18856,18866,LONG,39012.27639,39125.607410000004,39831.61226493424,38368.34603126644,1.27,GUARDIAN_EXIT,0.1053,22.1814,10.0,,0.0,,
18905,18906,LONG,38021.50125,39806.446820000005,38979.44649599549,37212.07368850112,1.18,GUARDIAN_MOMENTUM_EXIT,2.3073,24.4887,10.0,,0.0,,
18928,18964,SHORT,44618.05981,44640.36883990499,42855.2,45514.495231410205,1.97,TIMEOUT,0.4042,24.8929,10.0,18934.0,0.4467,43824.911505,0.5
18934,18954,SHORT,43781.10849500001,44841.8097,42479.672031830036,45274.35911579249,0.87,GUARDIAN_EXIT,-1.2514,23.6415,10.0,,0.0,,
18936,18954,SHORT,44062.587685,44841.8097,42881.29665266344,45244.32275808414,1.0,GUARDIAN_EXIT,-0.9242,22.7173,10.0,,0.0,,
19050,19059,LONG,38825.012805,38401.599595,39568.6311131453,37902.66542296368,0.81,GUARDIAN_EXIT,-0.5853,22.132,10.0,,0.0,,
19051,19059,LONG,38882.041305,38401.599595,39600.20383872592,37909.02936656852,0.74,GUARDIAN_EXIT,-0.6578,21.4742,10.0,,0.0,,
19084,19120,LONG,38219.1,38199.99045,39547.57,36849.13825424818,0.97,TIMEOUT_MOMENTUM,0.2062,21.6804,10.0,19086.0,0.2487,38595.31269,0.5
19161,19196,LONG,38790.88575,38771.490307125,39712.60609253704,37993.16991436574,1.16,GUARDIAN_MOMENTUM_PARTIAL,0.2489,21.9294,10.0,19169.0,0.2914,39238.9707,0.5
19231,19266,LONG,38163.122025000004,38144.040463987505,38869.03,37388.65341131626,0.91,GUARDIAN_MOMENTUM_PARTIAL,0.1812,22.1105,10.0,19232.0,0.2237,38500.60007,0.5
19331,19340,LONG,40590.955335,41388.945175,41093.425431102194,40089.97247597445,1.0,GUARDIAN_MOMENTUM_EXIT,0.943,23.0535,10.0,,0.0,,
19333,19339,LONG,40525.862805,40910.614460000004,41020.11438829453,40092.02710417636,1.14,GUARDIAN_MOMENTUM_EXIT,0.4347,23.4882,10.0,,0.0,,
